"URls","Size","# of Outlinks","Content-Type"
"https://www.washingtonpost.com/amphtml/news/dc-sports-bog/wp/2017/07/31/the-ravens-are-asking-their-fans-about-signing-colin-kaepernick-brilliant/","47848","44","text/html; charset=utf-8"
"https://www.washingtonpost.com/news/early-lead/wp/2017/07/31/ravens-owner-admits-that-colin-kaepernicks-protest-is-a-factor-in-whether-to-sign-him/?utm_term=.f571cda04c30","163497","36","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/dc-sports-bog/wp/2017/07/31/the-ravens-are-asking-their-fans-about-signing-colin-kaepernick-brilliant/","165190","32","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/early-lead/wp/2017/09/24/patriots-owner-robert-kraft-deeply-disappointed-by-the-tone-of-trumps-nfl-comments/?utm_term=.da7dd532a245","162540","35","text/html;charset=UTF-8"
"https://www.washingtonpost.com/amphtml/news/early-lead/wp/2017/09/24/jaguars-owner-joins-players-during-anthem-protest-in-first-game-since-trumps-nfl-remarks/","48675","50","text/html; charset=utf-8"
"https://www.washingtonpost.com/news/sports/wp/2017/09/23/stephen-curry-steve-kerr-and-the-warriors-respond-to-president-trump/?tid=pm_sports_pop&utm_term=.8d7029bbb69c","172057","53","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/post-politics/wp/2017/09/24/trump-demands-nfl-teams-fire-or-suspend-players-or-risk-fan-boycott/?utm_term=.a4bdfe69e849","167142","38","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/early-lead/wp/2017/09/24/jaguars-owner-joins-players-during-anthem-protest-in-first-game-since-trumps-nfl-remarks/","165671","41","text/html;charset=UTF-8"
"https://www.washingtonpost.com/sports/nfl-players-kneel-during-national-anthem-following-further-trump-tweets/2017/09/24/67415350-a12e-11e7-8cfe-d5b912fabc99_story.html?hpid=hp_hp-top-table-main_trumpnfl-257pm%3Ahomepage%2Fstory","174330","38","text/html;charset=UTF-8"
"https://www.washingtonpost.com/amphtml/news/football-insider/wp/2017/09/24/redskins-players-owner-link-arms-during-anthem-following-trumps-criticism/","43260","42","text/html; charset=utf-8"
"https://www.washingtonpost.com/news/dc-sports-bog/wp/2017/09/24/in-a-world-polarized-by-trump-fedex-field-becomes-unlikely-oasis/?tid=a_inl-amp","166303","34","text/html;charset=UTF-8"
"https://www.washingtonpost.com/sports/trumps-remarks-drag-nfl-owners-into-political-debate/2017/09/24/7c035cbe-a171-11e7-b14f-f41773cd5a14_story.html?tid=a_inl-amp","166343","34","text/html;charset=UTF-8"
"https://www.washingtonpost.com/sports/the-nfl-responds-to-trump-by-embracing-its-diversity/2017/09/24/07d57814-a15c-11e7-ade1-76d061d56efa_story.html?tid=a_inl-amp","168925","35","text/html;charset=UTF-8"
"https://www.washingtonpost.com/amphtml/sports/trumps-remarks-drag-nfl-owners-into-political-debate/2017/09/24/7c035cbe-a171-11e7-b14f-f41773cd5a14_story.html","50427","44","text/html; charset=utf-8"
"https://www.washingtonpost.com/news/sports/wp/2017/09/24/shahid-khan-the-jaguars-owner-who-stood-with-his-team-has-long-espoused-the-american-dream/?tid=pm_sports_pop&utm_term=.f7a54de20365","176133","60","text/html;charset=UTF-8"
"https://www.washingtonpost.com/sports/nfl-players-kneel-during-national-anthem-following-further-trump-tweets/2017/09/24/67415350-a12e-11e7-8cfe-d5b912fabc99_story.html?hpid=hp_hp-top-table-main_trumpnfl-257pm%3Ahomepage%2Fstory&utm_term=.1d6742bbb578","174330","38","text/html;charset=UTF-8"
"https://www.washingtonpost.com/sports/trumps-remarks-drag-nfl-owners-into-political-debate/2017/09/24/7c035cbe-a171-11e7-b14f-f41773cd5a14_story.html","166343","33","text/html;charset=UTF-8"
"https://www.washingtonpost.com/graphics/2017/national/confederate-monuments/","104595","200","text/html"
"https://www.washingtonpost.com/graphics/politics/2016-election/poll-tracker/","39943","55","text/html"
"https://www.washingtonpost.com/people/john-sullivan/","67958","49","text/html;charset=UTF-8"
"https://www.washingtonpost.com/people/wesley-lowery/","73949","61","text/html;charset=UTF-8"
"https://www.washingtonpost.com/graphics/2017/world/national-security/obama-putin-election-hacking/?tid=a_inl-amp","186825","212","text/html"
"https://www.washingtonpost.com/world/national-security/homeland-security-official-russian-government-actors-potentially-tried-to-hack-election-systems-in-21-states/2017/06/21/33bf31d4-5686-11e7-ba90-f5875b7d1876_story.html?tid=a_inl-amp","159407","32","text/html;charset=UTF-8"
"https://www.washingtonpost.com/world/national-security/obama-administration-announces-measures-to-punish-russia-for-2016-election-interference/2016/12/29/311db9d6-cdde-11e6-a87f-b917067331bb_story.html","165845","34","text/html;charset=UTF-8"
"https://www.washingtonpost.com/world/europe/the-roots-of-the-hostility-between-putin-and-clinton/2016/07/28/85ca74ca-5402-11e6-b652-315ae5d4d4dd_story.html?utm_term=.a70dbaa7d89f","159923","37","text/html;charset=UTF-8"
"https://www.washingtonpost.com/world/national-security/trump-administration-moves-to-return-russian-compounds-in-maryland-and-new-york/2017/05/31/3c4778d2-4616-11e7-98cd-af64b4fe2dfc_story.html?tid=graphics-story","182755","40","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/fact-checker/wp/2017/06/01/every-russia-story-trump-said-was-a-hoax-by-democrats-a-timeline/?utm_term=.c1c5b48383c2","196283","91","text/html;charset=UTF-8"
"https://www.washingtonpost.com/world/national-security/trump-administration-moves-to-return-russian-compounds-in-maryland-and-new-york/2017/05/31/3c4778d2-4616-11e7-98cd-af64b4fe2dfc_story.html?utm_term=.e8e9dd0a4126","182755","40","text/html;charset=UTF-8"
"https://www.washingtonpost.com/world/national-security/intelligence-chiefs-expected-in-new-york-to-brief-trump-on-russian-hacking/2017/01/06/5f591416-d41a-11e6-9cb0-54ab630851e8_story.html?utm_term=.2912a9621f49","163227","32","text/html;charset=UTF-8"
"https://www.washingtonpost.com/world/vladimir-putin-from-the-kgb-to-president-of-russia/2017/06/22/8d171fc4-55d9-11e7-a204-ad706461fa4f_gallery.html?utm_term=.d9f45ee87c76","79610","31","text/html;charset=UTF-8"
"https://www.washingtonpost.com/powerpost/senate-overwhelmingly-passes-new-russia-and-iran-sanctions/2017/06/15/df9afc2a-51d8-11e7-91eb-9611861a988f_story.html?utm_term=.1eea47e4fffd","156238","29","text/html;charset=UTF-8"
"https://www.washingtonpost.com/graphics/2017/world/national-security/obama-putin-election-hacking/","186825","211","text/html"
"https://www.washingtonpost.com/graphics/2017/world/national-security/obama-putin-election-hacking/img/doc-all.png","117124","2","image/png"
"https://www.washingtonpost.com/world/national-security/flynns-swift-downfall-from-a-phone-call-in-the-dominican-republic-to-a-forced-resignation-at-the-white-house/2017/02/14/17b0d8e6-f2f2-11e6-b9c9-e83fce42fb61_story.html?utm_term=.f13e8a8616b6","167488","38","text/html;charset=UTF-8"
"https://www.washingtonpost.com/graphics/2017/world/national-security/obama-putin-election-hacking/img/mcconnell-letter-doc.png","145135","2","image/png"
"https://www.washingtonpost.com/graphics/national/trump-russia/?utm_term=.0ab7c78d1daf%3Ftid%3Dgraphics-story","415654","351","text/html"
"https://www.washingtonpost.com/world/national-security/special-counsel-is-investigating-trump-for-possible-obstruction-of-justice/2017/06/14/9ce02506-5131-11e7-b064-828ba60fbb98_story.html","166508","40","text/html;charset=UTF-8"
"https://www.washingtonpost.com/graphics/2017/world/national-security/obama-putin-election-hacking/img/declassified-report-doc.png","41215","2","image/png"
"https://www.washingtonpost.com/world/national-security/russian-government-hackers-penetrated-dnc-stole-opposition-research-on-trump/2016/06/14/cf006cb4-316e-11e6-8ff7-7b6c1998b7a0_story.html?utm_term=.50732762f29e","192668","38","text/html;charset=UTF-8"
"https://www.washingtonpost.com/graphics/2017/world/national-security/russia-hacking-timeline/images/face-to-face.jpg","158473","0","image/jpeg"
"https://www.washingtonpost.com/local/on-the-eastern-shore-a-mysterious-45-acre-russian-compound-is-being-shuttered-by-the-obama-administration/2016/12/30/b6a69c32-cea4-11e6-a747-d03044780a02_story.html?utm_term=.08a8454d23ef","180581","34","text/html;charset=UTF-8"
"https://www.washingtonpost.com/graphics/2017/world/national-security/russia-hacking-timeline/","346535","279","text/html"
"https://www.washingtonpost.com/politics/trump-recorded-having-extremely-lewd-conversation-about-women-in-2005/2016/10/07/3b9ce776-8cb4-11e6-bf8a-3d26847eeed4_story.html?utm_term=.25d023144fff","171902","44","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/post-politics/wp/2017/06/20/spicer-says-he-doesnt-know-if-trump-believes-russia-interfered-in-2016-election/?utm_term=.f7ec66db6a2f","160107","39","text/html;charset=UTF-8"
"https://www.washingtonpost.com/world/national-security/homeland-security-official-russian-government-actors-potentially-tried-to-hack-election-systems-in-21-states/2017/06/21/33bf31d4-5686-11e7-ba90-f5875b7d1876_story.html","159407","31","text/html;charset=UTF-8"
"https://www.washingtonpost.com/world/national-security/fbi-is-investigating-foreign-hacks-of-state-election-systems/2016/08/29/6e758ff4-6e00-11e6-8365-b19e428a975e_story.html?utm_term=.77a97fd59171","159225","32","text/html;charset=UTF-8"
"https://www.washingtonpost.com/amphtml/world/national-security/homeland-security-official-russian-government-actors-potentially-tried-to-hack-election-systems-in-21-states/2017/06/21/33bf31d4-5686-11e7-ba90-f5875b7d1876_story.html","48057","42","text/html; charset=utf-8"
"https://www.washingtonpost.com/world/national-security/obama-orders-review-of-russian-hacking-during-presidential-campaign/2016/12/09/31d6b300-be2a-11e6-94ac-3d324840106c_story.html?utm_term=.26a81a4ee405","202020","42","text/html;charset=UTF-8"
"https://www.washingtonpost.com/world/national-security/us-intelligence-officials-say-russian-hacks-prioritized-democrats/2016/12/12/0fbea4da-c09b-11e6-b527-949c5893595e_story.html","161957","32","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/powerpost/wp/2016/12/11/trump-denies-cia-report-russia-intervened-to-help-him-win-election/?utm_term=.6324a6f60eae","160867","32","text/html;charset=UTF-8"
"https://www.washingtonpost.com/politics/how-julian-assange-evolved-from-pariah-to-paragon/2017/01/04/2a3ea6e6-d2b8-11e6-9cb0-54ab630851e8_story.html?utm_term=.08f56cb1038b","170960","39","text/html;charset=UTF-8"
"https://www.washingtonpost.com/world/national-security/top-us-cyber-officials-russia-poses-a-major-threat-to-the-countrys-infrastructure-and-networks/2017/01/05/36a60b42-d34c-11e6-9cb0-54ab630851e8_story.html?hpid=hp_hp-top-table-main_hacking-10am%3Ahomepage%2Fstory&utm_term=.ea9aba487c78","162113","28","text/html;charset=UTF-8"
"https://www.washingtonpost.com/world/national-security/us-intercepts-capture-senior-russian-officials-celebrating-trump-win/2017/01/05/d7099406-d355-11e6-9cb0-54ab630851e8_story.html","162396","32","text/html;charset=UTF-8"
"https://www.washingtonpost.com/world/national-security/obama-orders-review-of-russian-hacking-during-presidential-campaign/2016/12/09/31d6b300-be2a-11e6-94ac-3d324840106c_story.html?utm_term=.9bafcebffed8","202020","42","text/html;charset=UTF-8"
"https://www.washingtonpost.com/politics/trumps-criticism-of-intelligence-on-russia-is-dividing-hill-gop/2017/01/04/1ffc1a04-d2a1-11e6-a783-cd3fa950f2fd_story.html?utm_term=.67b3fdaf12b6","212704","42","text/html;charset=UTF-8"
"https://www.washingtonpost.com/world/national-security/cyber-researchers-confirm-russian-government-hack-of-democratic-national-committee/2016/06/20/e7375bc0-3719-11e6-9ccd-d6005beac8b3_story.html?utm_term=.8a8afdb3f74e","156157","29","text/html;charset=UTF-8"
"https://www.washingtonpost.com/world/putin-denies-that-russia-hacked-the-dnc-but-says-it-was-for-the-public-good/2016/09/02/d507a335-baa8-40e1-9805-dfda5d354692_story.html?utm_term=.535f3abc62de","155054","35","text/html;charset=UTF-8"
"https://www.washingtonpost.com/world/national-security/russian-government-hackers-penetrated-dnc-stole-opposition-research-on-trump/2016/06/14/cf006cb4-316e-11e6-8ff7-7b6c1998b7a0_story.html?tid=a_inl&utm_term=.886403d614f0","192668","38","text/html;charset=UTF-8"
"https://www.washingtonpost.com/world/national-security/intelligence-community-investigating-covert-russian-influence-operations-in-the-united-states/2016/09/04/aec27fa0-7156-11e6-8533-6b0b0ded0253_story.html?utm_term=.efa1a337a83a","165256","35","text/html;charset=UTF-8"
"https://www.washingtonpost.com/world/national-security/intelligence-community-investigating-covert-russian-influence-operations-in-the-united-states/2016/09/04/aec27fa0-7156-11e6-8533-6b0b0ded0253_story.html?utm_term=.0a8e4ed4abcd","165256","35","text/html;charset=UTF-8"
"https://www.washingtonpost.com/world/national-security/obama-orders-review-of-russian-hacking-during-presidential-campaign/2016/12/09/31d6b300-be2a-11e6-94ac-3d324840106c_story.html","202020","41","text/html;charset=UTF-8"
"https://www.washingtonpost.com/amphtml/news/going-out-guide/wp/2017/09/28/12-things-to-do-in-the-d-c-area-the-weekend-of-sept-29-oct-1/","48422","52","text/html; charset=utf-8"
"https://www.washingtonpost.com/goingoutguide/why-the-block-is-the-coolest-place-to-eat-near-washington-right-now/2017/09/27/135eb5bc-9e44-11e7-9c8d-cf053ff30921_story.html?utm_term=.3514be65f08f","167021","41","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/going-out-guide/wp/2017/09/07/12-things-to-do-in-the-d-c-area-the-weekend-of-sept-8-10/","158104","39","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/going-out-guide/wp/2017/09/17/10-things-to-do-in-the-d-c-area-the-week-of-sept-18-22/","157458","38","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/going-out-guide/wp/2017/09/11/10-things-to-do-in-the-d-c-area-the-week-of-sept-11-15/","157214","35","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/going-out-guide/wp/2017/09/05/8-things-to-do-in-the-d-c-area-the-week-of-sept-5-8/","155683","35","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/going-out-guide/wp/2017/09/14/14-things-to-do-in-the-d-c-area-the-weekend-of-sept-15-17/","160750","42","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/going-out-guide/wp/2017/08/31/14-things-to-do-in-the-d-c-area-on-labor-day-weekend-2/","160616","48","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/going-out-guide/wp/2017/08/28/11-things-to-do-in-the-d-c-area-the-week-of-aug-28-sept-1/","156721","38","text/html;charset=UTF-8"
"https://www.washingtonpost.com/amphtml/express/wp/2017/09/27/in-arena-stages-native-gardens-new-neighbors-cross-the-line-of-civility/","43143","37","text/html; charset=utf-8"
"https://www.washingtonpost.com/amphtml/news/going-out-guide/wp/2017/09/19/this-new-cafe-near-scott-circle-serves-southern-classics-for-less-than-10/","42401","41","text/html; charset=utf-8"
"https://www.washingtonpost.com/goingoutguide/a-cheapskates-guide-to-washington/2017/09/13/d30f33d6-925b-11e7-8754-d478688d23b4_story.html?utm_term=.8395aaf3a131","170450","54","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/going-out-guide/wp/2017/09/12/beer-gardens-polka-bands-and-pig-roasts-how-to-celebrate-oktoberfest-around-d-c/?utm_term=.a026feb9f8ee","163778","45","text/html;charset=UTF-8"
"https://www.washingtonpost.com/graphics/lifestyle/guide-to-dc-dumplings/","118805","233","text/html"
"https://www.washingtonpost.com/amphtml/goingoutguide/where-to-go-dancing-7-nights-a-week-in-dc/2017/09/20/ffb155a0-9962-11e7-82e4-f1076f6d6152_story.html","52624","50","text/html; charset=utf-8"
"https://www.washingtonpost.com/goingoutguide/a-cheapskates-guide-to-washington/2017/09/13/d30f33d6-925b-11e7-8754-d478688d23b4_story.html?utm_term=.9a43967476cc","170450","54","text/html;charset=UTF-8"
"https://www.washingtonpost.com/graphics/food/40-eats-2017/?utm_term=.8831c215272a","217298","309","text/html"
"https://www.washingtonpost.com/goingoutguide/why-upshur-street-is-the-best-place-to-eat-in-dc-right-now/2017/09/06/20fa0532-8da5-11e7-8df5-c2e5cf46c1e2_story.html?utm_term=.58d757484903","169263","50","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/going-out-guide/wp/2017/08/29/d-c-s-first-and-only-winery-opens-in-the-yards-on-wednesday/","157204","32","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/going-out-guide/wp/2017/09/05/fox-loves-taco-wants-to-be-your-new-happy-place/","155284","32","text/html;charset=UTF-8"
"https://www.washingtonpost.com/amphtml/news/going-out-guide/wp/2017/09/07/the-best-places-to-sip-rose-sangria-before-summer-is-over/","44568","47","text/html; charset=utf-8"
"https://www.washingtonpost.com/lifestyle/style/rose-really-the-story-of-pink-wines-path-from-tacky-to-chic/2017/06/26/3830ef52-55f3-11e7-a204-ad706461fa4f_story.html","163663","40","text/html;charset=UTF-8"
"https://www.washingtonpost.com/amphtml/goingoutguide/why-the-block-is-the-coolest-place-to-eat-near-washington-right-now/2017/09/27/135eb5bc-9e44-11e7-9c8d-cf053ff30921_story.html","53685","51","text/html; charset=utf-8"
"https://www.washingtonpost.com/lifestyle/magazine/this-trendy-ingredient-turns-foods-black-and-promises-to-purify-you/2017/09/26/78f9e55a-8e94-11e7-8df5-c2e5cf46c1e2_story.html?utm_term=.2c2ff2d810f9","161802","42","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/going-out-guide/wp/2016/06/02/chef-jose-garces-is-bringing-a-latin-marketplace-to-union-market/?utm_term=.b52d663022a8","153198","29","text/html;charset=UTF-8"
"https://www.washingtonpost.com/goingoutguide/why-upshur-street-is-the-best-place-to-eat-in-dc-right-now/2017/09/06/20fa0532-8da5-11e7-8df5-c2e5cf46c1e2_story.html?utm_term=.4b667ebb09e7","169263","50","text/html;charset=UTF-8"
"https://www.washingtonpost.com/goingoutguide/a-guide-to-washingtons-poke-restaurants/2017/07/27/4d9257ba-6beb-11e7-9c15-177740635e83_story.html?tid=a_inl","160676","38","text/html;charset=UTF-8"
"https://www.washingtonpost.com/lifestyle/food/for-his-next-project-mike-isabella-is-going-big-very-big/2016/02/09/3ce1952a-caa2-11e5-a7b2-5a2f824b02c9_story.html?utm_term=.af339c7ba2f8","165361","49","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/going-out-guide/wp/2016/09/09/masserias-nick-stefanelli-is-bringing-a-three-story-market-and-restaurant-to-the-wharf/?utm_term=.062f73493423","155176","31","text/html;charset=UTF-8"
"https://www.washingtonpost.com/express/wp/2014/09/17/snocream-shavery-serves-up-sweet-frozen-sno/?tid=a_inl","93531","31","text/html;charset=UTF-8"
"https://www.washingtonpost.com/goingoutguide/the-poke-bowls-swarming-dc-are-tasty-but-dont-call-them-authentic-hawaiian-food/2017/07/26/8de42e6c-6bf3-11e7-96ab-5f38140b38cc_story.html?utm_term=.a18038b86b39","165312","44","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/going-out-guide/wp/2017/05/03/these-are-tom-sietsemas-top-10-new-restaurants-in-washington/?utm_term=.0f81feeb2685","169258","59","text/html;charset=UTF-8"
"https://www.washingtonpost.com/lifestyle/food/a-soulful-taste-of-spain-including-the-citys-best-sangria-comes-to-capitol-hill/2017/06/05/cee29614-3c0b-11e7-9e48-c4f199710b69_story.html?utm_term=.10c0b6d0f8dd","165095","37","text/html;charset=UTF-8"
"https://www.washingtonpost.com/lifestyle/food/fresh-seafood-and-shakes-make-the-salt-line-a-hot-new-summer-attaction/2017/06/08/3d3e4134-4941-11e7-a186-60c031eab644_story.html?utm_term=.0960a80767af","163091","43","text/html;charset=UTF-8"
"https://www.washingtonpost.com/lifestyle/food/hummingbird-takes-flight-with-seafood-and-scenery-in-old-town-alexandria/2017/07/27/5f1276e6-6d67-11e7-b9e2-2056e768a7e5_story.html?utm_term=.2afa0446af55","163400","43","text/html;charset=UTF-8"
"https://www.washingtonpost.com/amphtml/news/going-out-guide/wp/2017/08/11/9-new-restaurants-to-try-around-washington/","50436","67","text/html; charset=utf-8"
"https://www.washingtonpost.com/lifestyle/food/at-nasime-an-intimate-dining-room-delivers-big-personality/2017/06/12/46dadf92-4219-11e7-8c25-44d09ff5a4a8_story.html?utm_term=.9f899d73d110","164528","39","text/html;charset=UTF-8"
"https://www.washingtonpost.com/lifestyle/food/a-belgian-chef-takes-his-charm-and-whimsy-to-annapolis/2017/07/25/f4a79b2e-6d6b-11e7-b9e2-2056e768a7e5_story.html?utm_term=.77c49843b80f","166217","43","text/html;charset=UTF-8"
"https://www.washingtonpost.com/lifestyle/food/mola-adds-a-fresh-splash-of-spain-to-mount-pleasant/2017/06/15/4b50c606-4f78-11e7-b064-828ba60fbb98_story.html?utm_term=.dc4b325bafcf","159297","39","text/html;charset=UTF-8"
"https://www.washingtonpost.com/lifestyle/food/true-food-kitchen-is-health-bent-on-pleasure/2017/07/19/872cb31a-68be-11e7-a1d7-9a32c91c6f40_story.html?utm_term=.b64f0e5361ac","165691","42","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/going-out-guide/wp/2017/08/01/the-month-of-july-in-restaurant-openings-and-closings-2/?utm_term=.a27f08179122","157284","46","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/going-out-guide/wp/2017/08/09/5-bottomless-brunch-spots-that-actually-have-great-menus/?utm_term=.f52310cc7a03","159560","39","text/html;charset=UTF-8"
"https://www.washingtonpost.com/graphics/lifestyle/guide-to-dc-dumplings/?tid=eatsfinder","118805","234","text/html"
"https://www.washingtonpost.com/dc-restaurants-guide-spring-2017/?tid=eatsfinder","145949","68","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/going-out-guide/wp/2016/03/03/a-definitive-guide-to-the-best-cheap-eats-destinations-in-the-d-c-area/?tid=eatsfinder","202638","75","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/going-out-guide/wp/2016/06/09/restaurant-dishes-in-dc-2016/?tid=eatsfinder","249945","138","text/html;charset=UTF-8"
"https://www.washingtonpost.com/goingoutguide/?tid=eatsfinder","155272","79","text/html;charset=UTF-8"
"https://www.washingtonpost.com/people/emily-yount/","71315","57","text/html;charset=UTF-8"
"https://www.washingtonpost.com/amphtml/news/going-out-guide/wp/2017/09/24/11-things-to-do-in-the-d-c-area-the-week-of-sept-25-29/","46895","52","text/html; charset=utf-8"
"https://www.washingtonpost.com/amphtml/news/going-out-guide/wp/2017/09/21/13-things-to-do-in-the-d-c-area-the-weekend-of-sept-22-24/","49033","52","text/html; charset=utf-8"
"https://www.washingtonpost.com/express/wp-content/themes/express/images/phones.png","61159","0","image/png"
"https://www.washingtonpost.com/express/wp-content/themes/express/images/tag_printedition.png","13346","0","image/png"
"https://www.washingtonpost.com/news/going-out-guide/wp/2017/07/28/who-makes-the-best-italian-sub-in-washington-we-tasted-seven-to-find-out/?utm_term=.870f2bfd4d0e","165507","46","text/html;charset=UTF-8"
"https://www.washingtonpost.com/lifestyle/food/ambar-review-food-and-service-worth-shouting-about-and-youll-have-to/2016/11/07/e4a33056-9f7d-11e6-8d63-3e0a660f1f04_story.html?utm_term=.090f0830b246","169124","42","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/going-out-guide/wp/2017/07/06/our-favorite-pools-in-the-d-c-area-from-extravagant-hotels-to-free-neighborhood-gems/?utm_term=.b05a85d0b540","182077","61","text/html;charset=UTF-8"
"https://www.washingtonpost.com/amphtml/news/going-out-guide/wp/2017/08/09/5-bottomless-brunch-spots-that-actually-have-great-menus/","47191","49","text/html; charset=utf-8"
"https://www.washingtonpost.com/news/going-out-guide/wp/2017/07/21/this-brunch-dish-is-having-a-moment-in-washington-heres-where-to-try-it/?utm_term=.08cef825875d","156973","38","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/going-out-guide/wp/2016/02/17/palette-22-combines-street-food-with-a-working-art-studio/?utm_term=.86756f95b77e","156906","32","text/html;charset=UTF-8"
"https://www.washingtonpost.com/amphtml/news/going-out-guide/wp/2017/09/28/the-hotlist-the-best-things-to-see-eat-drink-and-do-in-october/","52924","59","text/html; charset=utf-8"
"https://www.washingtonpost.com/goingoutguide/why-the-block-is-the-coolest-place-to-eat-near-washington-right-now/2017/09/27/135eb5bc-9e44-11e7-9c8d-cf053ff30921_story.html?utm_term=.d81e63f2d1c6","167021","41","text/html;charset=UTF-8"
"https://www.washingtonpost.com/goingoutguide/restaurants/esaan-serves-a-delicious-lesson-in-northeastern-thai-cuisine/2017/09/26/3e91436a-9f1d-11e7-9083-fbfddf6804c2_story.html?utm_term=.4d7f20d5287c","166060","39","text/html;charset=UTF-8"
"https://www.washingtonpost.com/goingoutguide/where-to-go-dancing-7-nights-a-week-in-dc/2017/09/20/ffb155a0-9962-11e7-82e4-f1076f6d6152_story.html?utm_term=.7e2ce25e94df","165659","40","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/post-nation/wp/2017/01/31/andrew-jackson-was-a-rich-populist-who-bragged-and-invited-scorn-trump-is-drawing-new-interest-in-the-7th-president/?utm_term=.18ea0a06985e","157034","29","text/html;charset=UTF-8"
"https://www.washingtonpost.com/politics/lincoln-washington-and-roosevelts-remain-historys-best-presidents-in-survey/2017/02/16/42f0270a-f45f-11e6-8d72-263470bf0401_story.html?utm_term=.7b29e3f895c6","161714","36","text/html;charset=UTF-8"
"https://www.washingtonpost.com/politics/trump-cites-andrew-jackson-as-his-hero--and-a-reflection-of-himself/2017/03/15/4da8dc8c-0995-11e7-a15f-a58d4a988474_story.html","215400","38","text/html;charset=UTF-8"
"https://www.washingtonpost.com/graphics/lifestyle/political-fashion/img/ronald-reagan-style.jpg","94646","0","image/jpeg"
"https://www.washingtonpost.com/archive/lifestyle/2000/11/18/the-eyelashes-have-it/095f5ceb-ddb3-47e0-addd-a18a30858839/","93082","22","text/html;charset=UTF-8"
"https://www.washingtonpost.com/graphics/lifestyle/political-fashion/img/howard-dean-sleeves.jpg","727451","0","image/jpeg"
"https://www.washingtonpost.com/graphics/lifestyle/political-fashion/img/hillary-clinton-makeup.jpg","184173","0","image/jpeg"
"https://www.washingtonpost.com/graphics/lifestyle/political-fashion/img/sarah-palin-shopping-spree-thumb.jpg","11937","0","image/jpeg"
"https://www.washingtonpost.com/graphics/lifestyle/political-fashion/img/dick-cheney-overly-casual-parka-thumb.jpg","10641","0","image/jpeg"
"https://www.washingtonpost.com/graphics/lifestyle/political-fashion/img/hillary-clinton-pantsuits.jpg","162527","0","image/jpeg"
"https://www.washingtonpost.com/graphics/lifestyle/political-fashion/img/donald-trump-tailoring-thumb.jpg","21294","0","image/jpeg"
"https://www.washingtonpost.com/graphics/lifestyle/political-fashion/img/sarah-palin-Trump-endorsement-cardigan.jpg","126568","0","image/jpeg"
"https://www.washingtonpost.com/graphics/lifestyle/political-fashion/img/herman-cain-suits-thumb.jpg","14383","0","image/jpeg"
"https://www.washingtonpost.com/graphics/lifestyle/political-fashion/img/hillary-clinton-hair-thumb.jpg","7873","0","image/jpeg"
"https://www.washingtonpost.com/graphics/lifestyle/political-fashion/img/john-edwards-hair.jpg","88940","0","image/jpeg"
"https://www.washingtonpost.com/graphics/lifestyle/political-fashion/img/john-mccain-crewnecks-thumb.jpg","7448","0","image/jpeg"
"https://www.washingtonpost.com/graphics/lifestyle/political-fashion/img/topper-donald.jpg","61012","0","image/jpeg"
"https://www.washingtonpost.com/graphics/lifestyle/political-fashion/img/rick-santorum-sweater-vest-thumb.jpg","14949","0","image/jpeg"
"https://www.washingtonpost.com/graphics/lifestyle/political-fashion/img/obama-mom-jeans-thumb.jpg","18544","0","image/jpeg"
"https://www.washingtonpost.com/graphics/lifestyle/political-fashion/img/john-edwards-working-man.jpg","199472","0","image/jpeg"
"https://www.washingtonpost.com/graphics/lifestyle/political-fashion/img/sarah-palin-glasses-thumb.jpg","16343","0","image/jpeg"
"https://www.washingtonpost.com/graphics/lifestyle/political-fashion/img/barbara-boxer-carly-fiorina.jpg","166456","0","image/jpeg"
"https://www.washingtonpost.com/graphics/lifestyle/political-fashion/img/john-mccain-crewnecks.jpg","222022","0","image/jpeg"
